PATRIC.ID,CDMM_A,CDMM_B,CDMM_C,Comm_A,Comm_B,Comm_C,IEC_A,IEC_B,IEC_C
fig|645463.3.peg.3063,79.25,79.59,84.12,110.39,115.9,112.04,221.94,221.57,233.4
fig|645463.3.peg.3064,36.73,37.35,37.87,53.5,56.54,51.94,95.81,95.22,99.26
fig|645463.3.peg.3065,151.36,189.97,180.35,186.57,225,226.69,224.03,285.57,283.27
fig|645463.3.peg.3066,590.9,643.7,631.62,299.1,356.51,331.56,597.81,644.83,608.89
fig|645463.3.peg.3067,633.63,636.84,640.75,350.68,430.19,397.23,629.88,654.36,629.48
fig|645463.3.peg.3068,426.92,451.37,446.22,385.02,447.5,446.31,594.54,579.93,576.59
fig|645463.3.peg.3069,90.66,98.62,103.07,191.73,203.67,200.25,304.28,327.51,329.93
fig|645463.3.peg.3070,88.57,98.31,100.02,174.51,183.08,173.05,301.37,318.68,324.12
fig|645463.3.peg.3071,40.13,43.45,53.65,99.2,99.98,103.23,86.94,89.88,87.39
fig|645463.3.peg.3072,573.42,650.92,728.78,2435.22,2653.29,2681.53,1211.3,1357.82,1323.27
fig|645463.3.peg.3073,8.66,11.69,11.8,17.96,20.42,22.03,10.13,20.53,20.94
fig|645463.3.peg.3074,7.89,8.69,11.06,17.09,18.26,16.74,12.05,13.12,12.54
fig|645463.3.peg.3075,10.29,13.91,16.24,23.44,26.87,26.45,11.63,15.58,18.33
fig|645463.3.peg.3078,16.93,19.88,22.13,30.65,36.58,38.63,25.67,27.84,28.74
fig|645463.3.peg.3079,12.1,14.43,15.25,22.84,26.72,27.62,22.91,22.94,23.23
fig|645463.3.peg.3081,3.04,3.6,3.23,3.47,3.66,3.35,10.74,12.42,12.69
fig|645463.3.peg.3082,2.76,3.28,3.76,3.29,3.08,2.69,5.51,10.73,9
fig|645463.3.peg.3083,7.37,8.03,6.83,8.36,7.95,8.69,10.8,14.39,15.22
fig|645463.3.peg.3084,1.31,1.09,1.71,2.28,2.2,2.48,3.03,3.42,2.76
fig|645463.3.peg.3085,2.9,2.65,3.23,4.32,4.79,4.38,5.51,5.16,5.28
fig|645463.3.peg.3087,1.48,1.55,1.77,3.22,3.08,2.75,4.03,3.67,4.35
fig|645463.3.peg.3089,1.08,1.78,1.5,6.33,6.97,6.47,1.97,2.74,2.76
fig|645463.3.peg.3090,10.85,11.46,12.32,10.27,12.88,11.49,10.3,13.49,13.75
fig|645463.3.peg.3091,2.26,2.44,2.69,2.9,3.29,3.76,2.92,4.41,4.1
fig|645463.3.peg.3092,2,1.75,1.92,2.75,3.28,2.83,3.26,4.28,3.48
fig|645463.3.peg.3093,1.72,2.62,2.42,2.97,3.12,3.68,2.94,3.7,3.91
fig|645463.3.peg.3094,7.59,8.78,11.02,13.53,19.12,19.28,11.33,10.85,11.48
fig|645463.3.peg.3095,19.74,24.52,26.21,50.68,75.22,75.49,20.41,14.94,16.1
fig|645463.3.peg.3096,10.36,10.74,10.43,6.67,7.23,7.85,3.88,5.16,4.5
fig|645463.3.peg.3097,1.42,1.76,1.68,2.27,3.24,3.97,1.29,1.37,1.09
fig|645463.3.peg.3098,2.61,2.89,2.85,3.2,3.01,3.06,4.03,3.69,4.38
fig|645463.3.peg.3099,0.52,1.02,0.58,0.72,1.12,0.77,0.86,1.21,1.1
fig|645463.3.peg.3100,1.24,1.42,1.3,2.07,2.04,1.73,1.55,1.92,1.73
fig|645463.3.peg.3101,4.64,5.46,6.16,7.2,7.08,8.75,12.4,13.1,13.45
fig|645463.3.peg.3102,1.69,1.64,1.77,2.68,2.76,2.74,1.7,2.49,2.31
fig|645463.3.peg.3103,0.16,0.19,0.51,0.44,0.53,0.47,0.29,0.54,0.44
fig|645463.3.peg.3104,9.91,11.52,12.41,18.22,33.46,29.5,19.1,16.38,17.43
fig|645463.3.peg.3105,10.59,12.95,14.54,57.62,99.67,95.31,22.43,17.67,17.61
fig|645463.3.peg.3106,1.07,1.27,1.11,1.63,1.65,1.92,2.42,3.08,2.62
fig|645463.3.peg.3107,0.49,0.71,0.74,1.19,0.76,1.46,1.51,1.37,1.65
fig|645463.3.peg.3108,20.11,22.06,24.04,18.26,20.44,21.52,26.03,28.65,25.7
fig|645463.3.peg.3109,3.72,4.1,3.58,5.23,5.93,6.02,5.77,7.96,8.35
fig|645463.3.peg.3110,2.57,2.72,2.62,2.81,3.81,3.68,4.13,5.8,5.84
fig|645463.3.peg.3111,14.06,17.7,15.77,23.87,30.05,26.51,17.2,21.05,19.13
fig|645463.3.peg.3112,10.68,14.13,13.3,21.18,21.74,20.19,15.02,17.96,16.28
fig|645463.3.peg.3113,4.36,6.67,4.52,3.82,6.3,5.34,5.38,7.24,7.75
fig|645463.3.peg.3114,7.61,7.8,5.87,5.62,4.94,5.37,6.65,8.49,8.25
fig|645463.3.peg.3115,3.42,3.85,3.14,6.95,7.82,7.02,7.11,8.54,8.07
fig|645463.3.peg.3117,32.8,38.13,34.34,70.62,82.64,76.71,33.72,31.18,30.37
fig|645463.3.peg.3119,2.38,2.66,2.69,4.74,5.14,4.06,4.94,5.57,5.35
fig|645463.3.peg.3120,1.07,1.4,1.37,2.78,2.63,2.2,2.71,2.89,3.42
fig|645463.3.peg.3121,0.5,0.9,0.44,1.07,0.8,0.55,1.36,1.36,1.87
fig|645463.3.peg.3122,16.32,19.31,23.92,20.79,20.76,19.83,25.2,25.03,25.15
fig|645463.3.peg.3123,11.81,14.26,16.57,11.76,12.73,12.07,21.03,22.05,22.5
fig|645463.3.peg.3124,5.07,5.67,6.29,4.69,5.27,5.58,11.78,12.75,13.37
fig|645463.3.peg.3125,3.97,6.5,6.53,4.82,7.55,8.31,2.33,5.23,5.48
fig|645463.3.peg.3126,2.51,2.92,3.88,12.02,12.99,12.77,7.07,8.46,8.22
fig|645463.3.peg.3128,3.95,4.3,5.06,18.9,19.68,17.94,10.6,9.97,10.12
fig|645463.3.peg.3130,5.05,5.22,5.61,5.62,6.66,6.31,5.94,6.08,6.47
fig|645463.3.peg.3131,21.13,25.15,30.58,67.26,70.57,69.1,29.91,37.17,40.2
fig|645463.3.peg.3134,1.36,1.61,1.35,2.27,1.9,1.71,2.75,2.54,3.42
fig|645463.3.peg.3135,1.4,1.83,1.63,2.94,2.89,3.18,3.49,4.06,4.07
fig|645463.3.peg.3136,12.57,16.23,17.9,24.06,26.93,28.65,25.38,29.97,31.46
fig|645463.3.peg.3137,21.69,26.06,24.83,40.79,48.23,42.46,26.04,32.62,30.94
fig|645463.3.peg.3138,24.39,28.69,24.58,33.84,40.31,35.1,24.02,32.23,31.8
fig|645463.3.peg.3139,18.2,24.55,21.37,18.87,26.14,24.01,19.49,23.64,23.34
fig|645463.3.peg.3140,12.39,11.81,13.04,22.32,24.1,23.38,33.27,36.66,36.57
fig|645463.3.peg.3141,8.09,9.4,9.55,15.63,16.3,16.8,22.71,23.89,24.28
fig|645463.3.peg.3142,2.83,2.97,2.81,4.39,5.65,5.35,10.43,10.34,11.85
fig|645463.3.peg.3143,0.86,1.37,1.51,1.86,1.89,1.74,3.26,3.33,3.73
fig|645463.3.peg.3144,0.52,0.43,0.66,0.83,0.93,1.35,0.92,1.76,1.44
fig|645463.3.peg.3145,0.88,0.9,0.9,1.17,1.52,1.21,1.95,2.24,1.88
fig|645463.3.peg.3146,0.81,0.88,0.82,0.97,0.95,0.99,1.32,1.34,1.28
fig|645463.3.peg.3147,4.56,3.97,4.74,3.42,3.78,3.83,2.04,2.39,2.5
fig|645463.3.peg.3148,4.29,4.53,4.88,2.87,3.92,4.39,2.1,2.64,2.85
fig|645463.3.peg.3149,2.52,3.48,3.33,1.69,1.94,2.66,1.32,1.93,1.95
fig|645463.3.peg.3150,2.69,2.59,2.95,3.08,3.63,3.43,5.21,6.29,6.24
fig|645463.3.peg.3151,2.07,2.19,2.32,2.45,2.42,1.92,3.91,4.16,3.92
fig|645463.3.peg.3152,27.73,29.75,36.28,99.92,112.5,118.75,131.77,146.72,140.02
fig|645463.3.peg.3153,9.04,10.76,12.68,17.87,22.01,22.36,22.42,24.84,22.95
fig|645463.3.peg.3155,4.14,4.57,4.65,8.31,8.88,7.52,7.57,7.5,10.28
fig|645463.3.peg.3156,133.41,156.66,163.05,243.98,248.82,247.77,276.23,290.25,289.04
fig|645463.3.peg.3161,5.81,5.67,6.25,16.31,14.72,13.71,9.22,10.38,9.71
fig|645463.3.peg.3162,26.23,31.55,34.04,62.98,69.35,65.96,27.04,30.34,30.12
fig|645463.3.peg.3166,10.77,11.89,14.38,29.18,33.51,31.67,13.66,16.22,16.28
fig|645463.3.peg.3167,7.69,7.94,9,14.2,18.22,17.89,9.26,9.5,11.03
fig|645463.3.peg.3168,10.16,11.31,11.82,15.81,19.86,19.1,10.04,11.34,12.27
fig|645463.3.peg.3169,19.64,27.7,23.78,16.77,23.24,22.25,9.52,15.08,14.16
fig|645463.3.peg.3173,77.85,95.48,106.46,142.07,176.14,183.37,93.23,120.62,109.02
fig|645463.3.peg.3174,27.87,36.54,40.9,80.12,94.72,90.61,29.01,31.38,31.49
fig|645463.3.peg.3176,2.94,3.1,3.27,6.95,7.42,8.9,4.97,3.94,4.08
fig|645463.3.peg.3177,3.84,5.25,5.03,14.01,16.66,15.6,7.77,8.28,8.75
fig|645463.3.peg.3179,8.39,9.95,12.21,37.2,45.72,47.52,13.06,17.65,16.61
fig|645463.3.peg.3180,7.21,8.49,9.63,37.87,42.41,48.49,18.88,21.42,21.57
fig|645463.3.peg.3181,2.39,2.17,3.2,13.8,15.66,17.34,6.35,7.86,8.85
fig|645463.3.peg.3182,1.91,3.16,3.6,12,13.6,12.44,4.63,8.56,7.1
fig|645463.3.peg.3183,8.85,9.56,10.25,19.77,20.4,20.33,6.84,11.74,11.72
fig|645463.3.peg.3184,0.85,0.97,0.71,1.01,0.91,1.19,0.96,1.16,1.31
fig|645463.3.peg.3186,5.42,8.3,6.34,7.8,9.8,7.49,10.55,18.54,19.87
fig|645463.3.peg.3187,1.19,1.48,1.29,1.38,1.84,1.92,2.48,3.12,3.82
fig|645463.3.peg.3188,1.11,0.96,0.86,1.16,1.44,1.96,1.73,3.39,2.46
fig|645463.3.peg.3190,4.05,5.72,5.31,7.96,9.12,8.87,6.55,9.65,9.2
fig|645463.3.peg.3191,9.2,10.3,11.71,16.74,18.82,17.12,11.13,14.75,15.76
fig|645463.3.peg.3192,20.33,24.04,22.21,33.9,40.13,35.66,22.28,31.78,27.81
fig|645463.3.peg.3193,24.43,26.19,29.18,43.14,49.73,48.29,30.35,41.82,40.81
fig|645463.3.peg.3195,15.8,19.5,17.79,26,29.3,28.93,32.4,39.18,40.54
fig|645463.3.peg.3196,10.79,9.96,11.93,14.69,14.56,15.17,18.23,20.13,25.68
fig|645463.3.peg.3197,90.31,104.04,112.06,117.39,149.97,150.98,109.15,152.76,149.81
fig|645463.3.peg.3198,270.87,304.01,292.78,278.86,301.23,322.33,605.43,723.21,717.96
fig|645463.3.peg.3199,53.76,56.57,59.26,54.9,64.04,67.89,113.94,123.31,120.99
fig|645463.3.peg.3200,3.2,4.28,4.75,6.55,8.09,7.16,5.74,7.26,7.83
fig|645463.3.peg.3201,3.98,3.76,3.98,6.6,7.51,8.9,7.33,8.93,8.76
fig|645463.3.peg.3202,4.26,5.15,5.06,8.2,9.4,8.15,8.98,11.55,11.61
fig|645463.3.peg.3203,3.1,3.7,3.17,5.82,7.11,7.1,5.83,9.33,9.52
fig|645463.3.peg.3204,4.8,5.92,5.17,6.88,9.64,7.95,6.65,10.04,8.23
fig|645463.3.peg.3205,30.3,33.58,32.98,25.73,27.78,29.59,29.97,32.39,32.84
fig|645463.3.peg.3206,11.99,13.63,13.55,6.95,7.61,8.02,9.51,13.07,13.44
fig|645463.3.peg.3207,36.07,46.61,38.58,31.78,34.82,31.51,41.39,50.65,53.61
fig|645463.3.peg.3208,96.58,100.01,97.16,79.45,79.68,94.68,123.01,150.5,146.04
fig|645463.3.peg.3209,6.36,8.68,8.31,14.85,18.58,19.58,15.55,19.25,19.64
fig|645463.3.peg.3211,16.54,22.64,23.55,38.54,46.92,40.52,51.64,65.6,64.74
fig|645463.3.peg.3212,211.67,274.85,238.3,315.43,335.5,331.21,381.13,327.82,320.65
fig|645463.3.peg.3213,8.95,12.56,11.78,18.31,20.64,18.37,39.18,40.47,39.57
fig|645463.3.peg.3215,3095.5,3062.65,3556.15,2773.51,2664.31,3119.8,3379.87,3538.59,3492.62
fig|645463.3.peg.3216,2696.23,2901.04,3150.26,2217.04,2414.24,2703.67,2240.63,2570.6,2618
fig|645463.3.peg.3217,1353.55,1379.25,1614.93,1171.59,1201.8,1377.36,1265.03,1287.72,1370.34
fig|645463.3.peg.3218,1121.87,1085.85,1262.79,816.15,816.18,952.55,1022.38,980.51,1020.26
fig|645463.3.peg.3219,8689.86,9702.87,9881.96,6143.39,6540.01,7446.37,6115.63,7321.87,7240.49
fig|645463.3.peg.3220,1506.52,1712.66,1696.7,3202.19,3251.9,3068.27,2030.8,1951.71,2010.34
fig|645463.3.peg.3221,25.99,25.34,31.63,53,58.76,52.31,43.4,53.38,53.91
fig|645463.3.peg.3222,3.98,4.15,4.42,5.85,5.78,5.92,11.04,11.36,11.93
fig|645463.3.peg.3223,4.78,5.68,5.89,7.18,8.48,8.41,11.43,11.51,12.43
fig|645463.3.peg.3224,8.88,10.59,10.64,11.44,11.74,11.99,18.29,16.98,17.62
fig|645463.3.peg.3225,7.51,7.88,8.2,11.29,12.67,11.98,17.97,18.67,17.9
fig|645463.3.peg.3226,7.52,8.29,9.94,10.14,11.89,13.1,17.33,17.87,17.53
fig|645463.3.peg.3227,14.42,15.8,18.08,19.27,20.61,20.03,24.16,24.84,24.59
fig|645463.3.peg.3228,21.12,25.82,24.43,19.21,20.01,21.9,26.03,28.56,28.43
fig|645463.3.peg.3229,10.52,11.67,12.44,9.31,9.65,9.6,12.56,15.66,16.4
fig|645463.3.peg.3230,29.7,32.43,36.65,29.22,32.77,34.11,29.48,34.42,35.1
fig|645463.3.peg.3231,7.96,10.11,11.23,12.59,13.54,14.38,12.33,14.98,14.66
fig|645463.3.peg.3232,91.91,107.73,109.01,148.62,179.97,180.17,98.94,119.71,116.07
fig|645463.3.peg.3233,13.22,15.33,15.29,15.71,18.31,17.62,14.29,18.06,17.44
fig|645463.3.peg.3234,62.86,64.98,68.79,90.97,94.49,96.08,82.5,93.46,95.75
fig|645463.3.peg.3235,62.11,68.03,69.42,91.24,98.49,101.47,81.71,86.49,88.06
fig|645463.3.peg.3236,53.65,60.94,62.78,91.14,94.31,97.11,78.97,83.61,87.71
fig|645463.3.peg.3237,32.27,35.09,42.96,47.98,53.86,59.25,44.75,59.05,56.15
fig|645463.3.peg.3238,6.72,9.42,8.44,11.86,14.83,12.95,8.17,9.25,9.69
fig|645463.3.peg.3239,7.37,9.17,9.62,9.67,10.71,10.05,5.91,7.77,7.73
fig|645463.3.peg.3240,5.2,7.14,7.44,9.28,10.52,10.56,7.23,8.44,9.26
fig|645463.3.peg.3241,19.33,22.34,21.99,29.43,34.04,30.56,22.95,28.25,27.73
fig|645463.3.peg.3242,0.94,1.32,1.19,1.72,2,1.84,1.51,1.91,2.39
fig|645463.3.peg.3243,12.62,15.31,14.48,32.34,33.65,30.84,16.73,19.2,19.03
fig|645463.3.peg.3244,11.06,13,13.13,26.57,28.34,25.14,14.06,15.23,15.17
fig|645463.3.peg.3245,12.47,13.57,15.08,27.04,28.23,25.13,15.79,17.22,17.51
fig|645463.3.peg.3246,17.88,21.23,22.48,37.54,42.85,37.98,20.91,25.22,23.72
fig|645463.3.peg.3247,6.78,8.78,8.64,17.21,19.32,17.19,13.38,16.69,17.11
fig|645463.3.peg.3249,0.98,1.86,1.56,2.52,2.86,2.52,2.48,2.9,3.1
fig|645463.3.peg.3250,0.62,0.75,0.96,1.29,1.14,1.35,1.3,1.51,1.52
fig|645463.3.peg.3251,0.6,0.95,0.54,0.66,0.88,1.32,1.24,1.32,1.83
fig|645463.3.peg.3252,7.57,8.7,9.56,10.96,13.03,13.47,8.57,9.15,8.7
fig|645463.3.peg.3253,11.34,13.04,11.09,18.76,21.4,18.41,17.62,14.42,14.55
fig|645463.3.peg.3254,62.91,78.94,75.48,77.09,87.49,93.16,29.96,43.64,41.06
fig|645463.3.peg.3255,14.5,17.21,15.42,21.17,24.66,26.76,27.82,33.78,32.85
fig|645463.3.peg.3256,17.98,19.95,20.01,27,31.74,33.61,29.78,33.33,33.99
fig|645463.3.peg.3257,17.34,20.93,20.62,30.29,32.7,35.24,54.03,57.12,57.53
fig|645463.3.peg.3258,9.43,9.58,10.06,14.83,17.08,18.13,9.76,12.77,13.94
fig|645463.3.peg.3259,8.24,9.95,10.94,18.18,19.41,20.64,14.25,13.05,15.24
fig|645463.3.peg.3260,17.83,18.91,18.43,28.27,31.78,32.87,19.3,22.8,22.17
fig|645463.3.peg.3261,13.8,14.7,15.11,14.85,14.14,16.12,11.84,15.91,15.88
fig|645463.3.peg.3262,25.64,28.52,25.12,22.37,28.95,27.04,17.46,24.91,22.41
fig|645463.3.peg.3263,2.69,2.88,3.32,2.69,2.65,2.29,2.6,3.03,3.72
fig|645463.3.peg.3264,53.96,67.71,64.72,18.01,35.39,31.99,60.64,65.52,65.93
fig|645463.3.peg.3265,68.75,86.34,79.35,62.86,104.32,95.67,72.76,70.84,72.84
fig|645463.3.peg.3267,3.28,4.08,3.58,2.1,2.34,2.69,2.95,2.9,3.39
fig|645463.3.peg.3269,102.61,116.42,91.86,50.63,55.35,55.53,31.45,37.76,36.23
fig|645463.3.peg.3270,113.5,123.75,123.86,133.89,149.5,150.2,348.66,341.63,354.57
fig|645463.3.peg.3271,54.96,57.7,62.81,86.12,100.94,95.78,207.18,220.38,231.73
fig|645463.3.peg.3272,10.33,12.33,13.7,10.78,12.58,12.07,22.79,27.02,24.85
fig|645463.3.peg.3273,127.67,130.82,131.72,50.8,48.11,54.55,127.62,146.74,149.49
fig|645463.3.peg.3274,76.27,84.98,96.53,158.8,172.12,202.08,172.08,196.52,199.27
fig|645463.3.peg.3275,42.07,45.53,47.17,58.31,63.59,69.8,67.99,77.05,80.72
fig|645463.3.peg.3276,377.14,443.21,421.16,377.82,441.31,442.93,432.06,457.96,459.58
fig|645463.3.peg.3277,649.58,760.53,734.11,516.43,608.43,595.59,685.26,778.9,774.64
fig|645463.3.peg.3278,717.43,852.1,802.22,540.21,637.74,611.48,760.77,885.12,877.75
fig|645463.3.peg.3279,582.02,612.44,634.28,479.08,478.83,497.9,656.16,663.34,653.74
fig|645463.3.peg.3280,167.25,175.55,177.31,137.55,155.22,183.72,192.32,252.79,259.13
fig|645463.3.peg.3281,28.14,32.93,33.88,44.21,53.55,57.01,36.84,54.77,49.61
fig|645463.3.peg.3282,5.61,7.65,7.27,15.18,16.79,15.91,13.32,13.61,13.02
fig|645463.3.peg.3284,234.42,259.28,334.21,315.77,302.15,383.96,593.79,812.56,727.69
fig|645463.3.peg.3285,21.62,22.51,22.45,13.76,16.45,16.77,14.24,20.39,19.19
fig|645463.3.peg.3286,25.25,28.03,24.65,14.1,15.1,14.88,8.02,8.96,9.14
fig|645463.3.peg.3287,3.25,2.81,3.72,4.42,5.62,4.65,2.33,2.69,2.46
fig|645463.3.peg.3288,1072.13,1187.61,1525.76,819.79,853.06,959.99,564.82,714.17,711.29
fig|645463.3.peg.3289,2899.02,3235.26,3503.87,1278.14,1191.51,1365.65,1106.54,1299.32,1332.5
fig|645463.3.peg.3290,3062.94,3392.69,3375.74,1323.33,1304.09,1412.28,883.98,952.3,984.2
fig|645463.3.peg.3291,1491.49,1437.22,1558.93,582.93,520.36,558.81,443.31,431.81,453.34
fig|645463.3.peg.3292,2070.06,2267.56,2322.8,898.19,878.33,948.86,628.26,640.32,671.07
fig|645463.3.peg.3293,6842.7,7746.91,7712.92,2115.31,2030.08,2229.5,1928.05,2139,2262.23
fig|645463.3.peg.3294,3628.45,3910.79,3987.27,1051.67,1007.35,1122.88,974.41,1062.22,1098.35
fig|645463.3.peg.3295,3883.24,4300.53,4242.34,1218.83,1194.84,1344.29,1161.63,1192.97,1235.14
fig|645463.3.peg.3297,47.52,53.16,54.96,38.4,41.24,44.97,35.16,46.6,47.88
fig|645463.3.peg.3298,1041.91,1212.93,1487.92,520.69,509.16,639.27,621.9,750.23,727.55
fig|645463.3.peg.3299,9.97,11.34,12.88,10.61,11.14,9.84,13.57,15.94,16
fig|645463.3.peg.3300,10.35,12.36,11.76,8.3,10.9,10.65,5.42,5.53,5.95
fig|645463.3.peg.3301,438.52,552.75,475.75,625.41,741.58,698.46,209.81,277.2,253.91
fig|645463.3.peg.3302,7.45,12.56,11.34,20.21,25.33,25.91,9.19,11.09,12.36
fig|645463.3.peg.3303,90.79,108.06,104.89,199.96,211.67,208.63,158.37,183.79,184.32
fig|645463.3.peg.3304,26.03,32.91,40.58,72.64,87.89,81.25,57.59,78.87,77.74
fig|645463.3.peg.3305,36.17,47.51,47.66,85.65,115.29,104.62,46.95,56.07,57.05
fig|645463.3.peg.3306,80.83,95.26,90.24,114.23,123.25,127.64,71.19,86.07,82.8
fig|645463.3.peg.3307,96.37,104.18,111.43,80.69,82.56,101.74,73.86,80.61,80.22
fig|645463.3.peg.3308,1.04,1.05,1.15,2.4,2.69,2.4,1.58,2.53,2.18
fig|645463.3.peg.3309,1.77,1.94,1.73,2.33,2.31,2.33,2.31,3.04,2.4
fig|645463.3.peg.3310,13.07,13.12,13.5,9.25,10.57,11.55,8.54,8.33,9.17
fig|645463.3.peg.3311,7.26,9.76,11.76,6.93,7.84,7,31.41,21.44,23.18
fig|645463.3.peg.3312,12.05,16.15,18.49,11.47,15.63,12.5,33.9,29.59,30.8
fig|645463.3.peg.3313,8.53,11.01,12.97,8.69,14.99,12.52,21.79,19.13,16.69
fig|645463.3.peg.3314,7.5,8.5,10.51,9.14,16.11,13.36,14.22,14.32,12.85
fig|645463.3.peg.3315,3.26,3.33,3.14,5.94,6.82,7.23,4.54,6.55,6.44
fig|645463.3.peg.3316,1.36,1.18,1.43,1.76,1.53,1.85,3.37,3.99,3.97
fig|645463.3.peg.3317,10.77,12.74,13.43,17.4,19.68,22,26.86,33.15,34.03
fig|645463.3.peg.3318,18.64,19.32,20.27,31.63,39.7,38.74,38.36,47.84,46.08
fig|645463.3.peg.3319,25.05,31.3,36.71,39.88,50.92,53.29,62.58,76.13,78.92
fig|645463.3.peg.3320,29.83,35.43,38.4,62.56,73.63,70.49,71.76,82.1,85.07
fig|645463.3.peg.3321,30.9,33.93,37.63,55.38,64.69,62.78,84.77,83.92,85.8
fig|645463.3.peg.3322,87.29,97.31,103.25,116.94,123.37,126.76,180.06,185.52,187.65
fig|645463.3.peg.3323,75.42,81.68,88.4,100.99,104.19,115.13,128.05,135.81,141.37
fig|645463.3.peg.3324,18.99,23.63,22.06,34.87,39.63,40.59,52.83,57.97,60.47
fig|645463.3.peg.3325,122.72,150.04,156.89,165.23,221.12,213.14,154.68,207.68,208.25
fig|645463.3.peg.3326,22.17,25.83,25.75,41.43,40.68,43.82,28.67,33.54,34.1
fig|645463.3.peg.3327,239.21,296.99,309.85,339.12,436.67,522.59,276.82,275.45,283.81
fig|645463.3.peg.3328,249.84,285.79,315.87,265.53,344.55,381.99,273.91,302.89,293.29
fig|645463.3.peg.3329,64.32,68.86,80.39,77.16,80.59,85.87,41.26,47.34,45.75
fig|645463.3.peg.3330,73.47,76.81,87.69,109.78,117.76,122.24,51.31,63.79,61.42
fig|645463.3.peg.3331,48.42,53.83,59.5,92.53,100.18,105.54,38.07,49,50.01
fig|645463.3.peg.3332,19.16,21.69,25.92,43.01,48.69,50.53,16.89,20.78,23.13
fig|645463.3.peg.3333,29,31.71,36.64,53.72,63.72,62,20.4,25.19,22.76
fig|645463.3.peg.3334,1.71,2.44,2.52,4.76,6.11,6.1,3.11,3.8,3.91
fig|645463.3.peg.3335,62.49,61.48,64.34,45.06,47.98,51.07,42.94,45.99,47.85
fig|645463.3.peg.3336,328.9,335.3,368.09,230.04,270.21,302.2,247.01,279.83,290.07
fig|645463.3.peg.3337,112.58,109.83,123.01,120.17,154.02,164.94,83.57,85.91,90.91
fig|645463.3.peg.3338,6365.87,6513.76,7660.29,25.82,26.95,31.49,20.98,23.64,29.7
fig|645463.3.peg.3339,645.95,693.06,749.89,371.38,371.89,483.79,415.62,500.94,500.66
fig|645463.3.peg.3340,35.56,39.05,52.14,54.77,60.17,60.87,87.49,97.15,92.25
fig|645463.3.peg.3341,16.37,18.63,18.31,24.34,26.93,26.92,26.95,28.1,27.34
fig|645463.3.peg.3342,27.02,26.25,32.2,28.49,23.9,25.49,26.47,32.59,34.3
fig|645463.3.peg.3343,74.67,86.62,96.26,89.65,87.78,88.82,80.08,103.18,104.58
fig|645463.3.peg.3344,46.28,59.08,62.46,67.3,77.83,75.12,94.76,104.61,106.15
fig|645463.3.peg.3345,1.23,1.23,2.06,1.13,2.63,1.91,1.26,1.11,1.66
fig|645463.3.peg.3346,2.41,3.1,3.88,1.94,3.5,3.07,1.58,1.96,2.14
fig|645463.3.peg.3347,0.88,1.18,1.78,1.5,1.86,1.76,0.55,1.03,1.27
fig|645463.3.peg.3348,1.24,1.64,1.49,2.76,3.63,3.87,2.57,3.09,2.76
fig|645463.3.peg.3349,1.31,1.78,1.85,3.59,4.67,4.1,1.95,2.2,2.53
fig|645463.3.peg.3350,7.61,8.43,9.39,11.45,12.95,10.91,6.36,7.06,6.74
fig|645463.3.peg.3351,12.01,12.98,12.8,8.06,8.43,7.88,5.05,6.03,6.76
fig|645463.3.peg.3352,6.05,6.25,7.34,7.03,8.97,9.51,12.66,13.66,13.92
fig|645463.3.peg.3353,14.13,16.5,16.88,34.46,38.3,33.74,26.54,32.35,31.72
fig|645463.3.peg.3354,358.9,392.77,424.73,246.99,254.8,278.98,316.4,349.92,345.13
fig|645463.3.peg.3355,372.06,403.68,411.73,243.77,257.98,273.88,288.66,298.63,292.29
fig|645463.3.peg.3357,336.21,410.89,388.74,309.6,372.56,378.14,209.93,280.47,275.69
fig|645463.3.peg.3359,2775.36,2973.3,2816.55,1105.64,1157.44,1241.6,1704.76,1785.91,1762.55
fig|645463.3.peg.3360,1679.35,1715.6,1681.78,856.86,899.86,928.12,1096.53,1047.86,1074.89
fig|645463.3.peg.3361,2035.6,2274.43,2247.32,1066.33,1173.14,1212.08,1305.99,1371.4,1357.64
fig|645463.3.peg.3362,1686.36,1990.6,1853.93,874.65,950.91,925.74,1019.03,1151.98,1127.98
fig|645463.3.peg.3363,555.03,595.52,575.39,294.25,309.93,304.67,408.11,383.87,369.74
fig|645463.3.peg.3364,30.58,34.33,35.91,31.14,34.15,37.45,33.78,37.53,38.49
fig|645463.3.peg.3365,303.09,305.98,272.09,61.62,69.12,71.86,166.52,185.39,174.03
fig|645463.3.peg.3366,288.52,332.31,297.18,87.49,97.98,106.34,110.62,154.71,148.77
fig|645463.3.peg.3367,5.1,6.09,6.6,15.82,18.32,17.23,9.46,10.72,9.99
fig|645463.3.peg.3368,86.78,93.4,103.69,167.64,178.59,179.89,160.63,180.71,179.18
fig|645463.3.peg.3369,84.64,91.42,102.66,197.88,211.8,210.21,135.93,148.11,151.87
fig|645463.3.peg.3370,55.64,62.6,69.59,173.21,188.35,190.77,102.69,110.26,112.18
fig|645463.3.peg.3371,14.12,14.38,19.64,52.85,52.92,52.7,33.38,28.84,30.21
fig|645463.3.peg.3372,25.27,28.7,32.28,83.49,90.81,96.09,41.07,45.11,48.72
fig|645463.3.peg.3373,42.42,45.72,49.5,123.04,137.1,138.58,83.17,89.23,90.92
fig|645463.3.peg.3374,64.44,71.54,69.87,89.68,113.22,104.5,60.34,75.51,73.26
