PATRIC.ID,CDMM_A,CDMM_B,CDMM_C,Comm_A,Comm_B,Comm_C,IEC_A,IEC_B,IEC_C
fig|645463.3.peg.1118,4.51,4.92,5.23,3.83,3.15,3.66,5.7,5.58,5.65
fig|645463.3.peg.1119,313.27,364.27,408.16,675.79,770.28,815.62,389.33,488.07,481.75
fig|645463.3.peg.1120,32.42,35.26,36.94,45.15,52.51,49.65,35.12,32.89,36.49
fig|645463.3.peg.1121,39.64,43.69,51.24,59.18,70.65,69.12,40.69,44.03,41.72
fig|645463.3.peg.1122,40.49,43.63,54.14,68.43,73.5,68.06,45.36,49.22,45.01
fig|645463.3.peg.1123,42.42,44.2,55.48,80.27,83.3,83.16,42.12,42.5,43.82
fig|645463.3.peg.1124,48.95,52.6,63.31,89.7,98.79,99.67,54.19,60.74,59.67
fig|645463.3.peg.1125,42.04,45.32,58.62,84.49,86.9,91.36,48.13,47.04,50.97
fig|645463.3.peg.1126,2.54,2.31,2.96,6.95,7.96,7.63,2.17,3.7,3.47
fig|645463.3.peg.1127,15.38,14.96,17.17,34.77,37.28,34.13,15.1,16.57,17.23
fig|645463.3.peg.1128,29.87,33.43,39.14,58.09,61.45,61.87,45.04,45.97,42.6
fig|645463.3.peg.1129,68.04,76.21,90.61,104.6,118.63,129.66,92.13,101.17,99.27
fig|645463.3.peg.1130,15.68,15.82,19.73,13.39,15.83,17.76,18.21,20.38,19.33
fig|645463.3.peg.1131,47.59,51.7,56.12,41.48,45.19,48.7,48.62,63.48,60.63
fig|645463.3.peg.1132,27.12,32.93,36.29,34.45,36.18,37.37,58.15,61.36,63.12
fig|645463.3.peg.1133,111.93,128.84,119.79,79.75,82.58,83.81,124.56,122.51,122.69
fig|645463.3.peg.1134,17.48,20.07,21.69,19.33,23.17,22.41,37.71,42.11,42.67
fig|645463.3.peg.1136,22.59,27.09,27.15,41.13,45.37,44.35,24.18,26.88,27.27
fig|645463.3.peg.1137,18.23,23.79,24.48,36.39,47.96,54.23,30.58,40.27,37.1
fig|645463.3.peg.1138,41.79,45.37,49.37,41.75,45.7,54.85,25.05,33.3,30.96
fig|645463.3.peg.1139,5.88,6.63,5.24,8.97,8.33,7.19,8.71,9.89,10.13
fig|645463.3.peg.1140,18.4,21.54,19.24,26.83,33.09,29.86,26.47,31.64,34.53
fig|645463.3.peg.1143,1.45,2.01,1.57,4.29,5.86,4.01,2.62,3.45,3.89
fig|645463.3.peg.1146,7.95,8.67,9.47,9.76,11.78,11.35,12.3,11.75,12.16
fig|645463.3.peg.1147,18.48,27.01,24.61,32.94,50.1,45.85,18.78,28.52,33.45
fig|645463.3.peg.1149,180.57,231.74,226.24,124.63,174.5,188.21,29.27,68.75,63.45
fig|645463.3.peg.1150,1647.35,1717.16,1584.75,213.84,260.11,276.46,133.27,181.58,184.86
fig|645463.3.peg.1153,31.17,34.35,30.55,14.84,17.41,18.56,10.59,16.85,15.03
fig|645463.3.peg.1154,3.7,4.82,5.21,6.81,7.3,8.61,12.59,14.19,14.17
fig|645463.3.peg.1158,0.45,0.78,0.32,0.67,0.65,0.47,0.67,0.87,0.74
fig|645463.3.peg.1159,0.93,0.66,0.65,1.02,1.24,0.93,1,1.68,2.19
fig|645463.3.peg.1160,1.31,2.73,2.74,2.8,3.42,4.07,2.56,5.03,6.63
fig|645463.3.peg.1161,1.05,1.28,0.88,0.71,1.69,2.26,1.34,1.43,2.33
fig|645463.3.peg.1162,437.47,502.74,488.28,680.83,744.06,758.86,841.32,843.54,831.38
fig|645463.3.peg.1163,131.91,123.25,138.68,138.19,130.09,134.18,133.88,115.29,114.59
fig|645463.3.peg.1164,48.44,54.25,51.98,55.98,63.84,64.78,92.81,97.51,98.26
fig|645463.3.peg.1165,35.25,40.76,42.34,50.4,54.9,55.72,58.2,63.11,67
fig|645463.3.peg.1166,33.87,42.02,45.48,50.1,58.66,58.84,41.01,44.81,45.29
fig|645463.3.peg.1167,73.16,81.47,81.05,69.49,78.34,80.05,96.56,91.39,90.49
fig|645463.3.peg.1168,220.84,242.63,247.01,291.92,327.23,325.06,543.8,571.04,585.45
fig|645463.3.peg.1169,361.71,401.12,404.26,415.16,465.07,477.95,802.51,846.13,862.24
fig|645463.3.peg.1170,1411.8,1550.74,1547.54,796.98,821.4,962.71,1122.45,1213.9,1279.28
fig|645463.3.peg.1171,341.74,355.74,387.47,160.57,164.06,182.36,264.03,275.78,283.29
fig|645463.3.peg.1172,159.65,185.52,192.06,141.42,171.59,171.91,223.22,246.34,253.41
fig|645463.3.peg.1173,133.79,147.38,155.4,119.48,128.03,147.35,199.23,217.71,234.72
fig|645463.3.peg.1174,1464.74,1633.66,1626.34,927.87,961.49,1077.37,1481.09,1617.86,1650.95
fig|645463.3.peg.1175,56.29,54.1,56.27,52.99,58.61,59.51,94.86,96.09,97.98
fig|645463.3.peg.1176,1.71,1.88,2.27,2.91,3.42,2.99,4.25,4.9,5.09
fig|645463.3.peg.1177,283.72,307.04,353.38,647.24,693.95,763.31,903.91,1048.25,1060.84
fig|645463.3.peg.1178,109.1,122.19,124.7,56.7,58.99,65.2,107.84,119.04,114.31
fig|645463.3.peg.1179,65.17,76.81,82.27,70.49,66.62,69.51,103.94,127.19,113.63
fig|645463.3.peg.1180,95.45,100.3,115.8,98.26,96.72,95.66,130.75,153.89,151.35
fig|645463.3.peg.1181,186.55,188.52,203.2,229.43,226.65,237.07,251.35,307.43,289.28
fig|645463.3.peg.1182,253.65,285.12,285.79,274.7,331.66,303.69,259.29,281.49,278.88
fig|645463.3.peg.1183,67.44,88.13,93.57,84,101.79,98.75,82.56,109.98,109.29
fig|645463.3.peg.1184,28.45,37.95,42.06,56.35,62.69,63.37,42.89,66.3,68.8
fig|645463.3.peg.1185,26.18,32.28,28.97,42.16,50.05,48.74,40.84,48.95,51.91
fig|645463.3.peg.1186,7.18,7.99,8.61,9.52,11.84,11.6,16.03,19.01,18.89
fig|645463.3.peg.1187,7.03,7.98,8.4,12.05,12.67,13.09,17.43,20.75,21.01
fig|645463.3.peg.1188,1.52,2.13,1.98,3.15,4.15,2.53,3.66,6.49,5.87
fig|645463.3.peg.1189,2.45,3.12,3.03,3.34,3.53,3.8,4.68,5.56,6.21
fig|645463.3.peg.1190,30.76,36.96,34.96,39.05,46.08,44.81,81.23,89.57,91.55
fig|645463.3.peg.1191,214.33,252.31,246.94,229.98,259.01,263.13,399.39,434.71,449.94
fig|645463.3.peg.1192,850.33,928.54,885.03,585.73,625.84,667.41,1032.27,1092.85,1084.71
fig|645463.3.peg.1193,38.91,43.79,43.33,50.54,55.02,52.65,96.93,102.65,105.18
fig|645463.3.peg.1194,29.23,31.35,31.46,36.56,40.14,38.65,68,66.44,67.19
fig|645463.3.peg.1195,1009.09,1259.58,1031.87,708.48,862.76,937.69,956.42,1034.17,1019.35
fig|645463.3.peg.1196,5170.75,5702.21,4524.06,1371.11,1672.72,1746.83,3272.63,3703.19,3698.67
fig|645463.3.peg.1197,5699.5,6147.96,4903,1039.18,1206.89,1247.63,3534.32,4023.83,4069.48
fig|645463.3.peg.1198,89.31,109.84,103.26,100.41,119.32,124.34,125.23,137.23,132.31
fig|645463.3.peg.1199,130.73,134.3,151.11,158.94,165.64,184.19,125.2,127.1,129.83
fig|645463.3.peg.1200,178.32,191.59,204.46,347.7,403.04,381.98,172.26,169.09,171.47
fig|645463.3.peg.1201,196.71,211.96,222.09,377.82,425.49,432.38,205.75,214.5,212.15
fig|645463.3.peg.1202,20.84,19.41,25.01,34.91,38.77,39.96,29.87,27.46,28.85
fig|645463.3.peg.1203,63.44,57.49,52.19,27.65,28.37,31.74,29.01,41.45,41.28
fig|645463.3.peg.1204,758.9,896.88,925.79,628.82,822.1,766.62,574.92,617.74,597
fig|645463.3.peg.1205,46.82,68.78,66.29,72.5,104.84,96.66,44.61,51.06,53.13
fig|645463.3.peg.1207,532.89,577.54,568.91,412.11,504.07,546.39,418.81,430.41,416.11
fig|645463.3.peg.1208,3.35,3.38,3.54,3.06,3.99,4.07,4.09,4.36,4.17
fig|645463.3.peg.1209,3.84,5.12,4.77,4.62,4.63,4.89,6.42,6.49,6.67
fig|645463.3.peg.1210,31.21,37.23,38.25,23.73,23.8,27.37,24.76,31.69,31.99
fig|645463.3.peg.1211,17.17,20.41,17.69,17.87,20.02,20.66,14.66,19.21,18.26
fig|645463.3.peg.1212,30.26,38.31,36.72,49.31,61.09,64.87,71.61,88.15,83.73
fig|645463.3.peg.1213,17.75,20.99,23.91,26.27,31.12,34.06,32.98,41.07,41.67
fig|645463.3.peg.1214,39.38,39.47,48.93,59.03,62.2,69.07,81.29,98.22,90.46
fig|645463.3.peg.1216,1.38,1.42,1.35,2.65,2.21,1.55,3.31,2.8,3.07
fig|645463.3.peg.1217,10.3,11.65,12.26,8.99,10.31,10.83,10.1,14.21,12.45
fig|645463.3.peg.1218,29.85,31.48,33.92,28.5,29.09,32.58,39.25,43.36,43.65
fig|645463.3.peg.1219,2.09,2.57,2.47,3.62,5.77,4.54,3.42,4.16,5.02
fig|645463.3.peg.1220,0.83,1.99,1.35,1.82,3.14,2.61,2.39,4.15,3.63
fig|645463.3.peg.1221,21.5,27.79,28.55,21.6,26.5,27.99,26.82,30.48,29.64
fig|645463.3.peg.1222,37.39,42.91,35.14,28.5,34.59,36.51,27.9,39.03,38.63
fig|645463.3.peg.1223,45.95,47.03,48.44,37.62,36.68,38.71,51.82,53.94,55
fig|645463.3.peg.1224,92.62,105.71,96.65,63.05,71.36,67.97,97.1,106.72,107.16
fig|645463.3.peg.1225,59.24,73.71,70.76,67.15,72.22,67.51,85.21,78.38,81.17
fig|645463.3.peg.1226,598.56,718.03,698.66,562.3,639.44,666.21,588.16,582.75,614.68
fig|645463.3.peg.1227,642.36,705.89,689.3,558.98,611.29,636.46,565.09,510.72,537.88
fig|645463.3.peg.1228,389.05,454.53,449.51,331.32,364.61,385.34,300.6,307.77,330.94
fig|645463.3.peg.1229,1839.43,2107.41,2053.66,994.59,1132.49,1191.2,1246.91,1295.35,1355.41
fig|645463.3.peg.1230,1515.32,1717.3,1716.82,826.87,919.85,1009.76,1050.04,1225.14,1285.31
fig|645463.3.peg.1231,660.77,705.36,775.38,482.09,515.94,565.6,623.23,701.97,769.04
fig|645463.3.peg.1232,653.92,683.22,735.38,467.26,517.12,542.32,649.68,684.54,740.08
fig|645463.3.peg.1233,127.19,139.99,148.15,225.32,255.32,253.41,166.88,189.26,191.07
fig|645463.3.peg.1234,989.92,1000.61,1016.51,1489.43,1516.21,1553.35,1394.4,1347.97,1334.35
fig|645463.3.peg.1235,35.23,38.3,35.99,23.74,30.27,29.98,32.28,31.94,30.67
fig|645463.3.peg.1236,452.5,491.15,535.34,481.86,502.45,579.33,455.69,500.98,482.53
fig|645463.3.peg.1237,8.41,9.59,9.99,20.54,22.25,22,9.52,11.8,12.15
fig|645463.3.peg.1238,93.1,103.47,100.74,131.79,143.84,139.35,89.94,83.69,85.84
fig|645463.3.peg.1239,22.77,22.63,26.58,36.7,37,34.84,25.15,23.81,22.75
fig|645463.3.peg.1240,142.38,156.58,167.09,225.69,243.49,233.85,158.92,162.5,167.48
fig|645463.3.peg.1241,133.1,151.27,166.75,201.97,219.58,203.2,152.94,171.26,167.75
fig|645463.3.peg.1242,59.74,68.21,73.75,96.19,109.6,108.77,133.48,144.01,148.93
fig|645463.3.peg.1243,56.41,61,65.86,87.75,95.69,103.71,107.54,114.98,124.1
fig|645463.3.peg.1244,66.11,71.36,79.58,97.86,110.38,115.37,110.93,124.37,123.45
fig|645463.3.peg.1245,131.46,151.71,159.48,182.05,208.53,220.07,227.94,259.56,256.66
fig|645463.3.peg.1246,373.31,427.16,407.87,386.61,436.53,478.6,482.4,518.14,545.73
fig|645463.3.peg.1247,625.41,646.18,709.36,1055.1,1184.04,1219.72,1026.92,1079.83,1086.76
fig|645463.3.peg.1248,49.57,54.83,52.62,44.72,57.53,57.45,37.54,51.85,50
fig|645463.3.peg.1249,231.76,285.92,269.89,192,219.51,221.2,112.78,133.9,130.1
fig|645463.3.peg.1250,149.63,184.63,170.24,157.25,182.34,179.11,77.55,85.15,77.75
fig|645463.3.peg.1251,44.7,52.29,56.44,84.6,91,95.17,54.98,68.67,67.86
fig|645463.3.peg.1252,175.73,179.93,219.26,394.42,394.09,413.28,503.24,551.07,550.4
fig|645463.3.peg.1253,26.56,36.12,38.43,28.41,32.64,33.12,19.75,32.8,31.93
fig|645463.3.peg.1254,18.12,21.71,22.2,25.91,28.11,27.53,19.58,26.81,26.02
fig|645463.3.peg.1255,10.05,12.81,12.58,18.04,21.02,22.38,10.13,11.79,13.57
fig|645463.3.peg.1256,28.79,33.66,36.19,49.49,51.09,49.74,30.56,37.66,36.61
fig|645463.3.peg.1257,793.04,819.24,979.48,1371.34,1386.23,1805.51,1115.69,1587.68,1540.5
fig|645463.3.peg.1258,26.31,31.65,29.92,45.33,51.3,57.54,53.29,58.7,61.2
fig|645463.3.peg.1259,220.32,243.63,227.34,124.91,137.44,146.72,231.92,251.3,252.22
fig|645463.3.peg.1260,37.81,50.57,50.61,73.37,83.83,80.47,53.8,69.22,65.63
fig|645463.3.peg.1261,14.5,21.24,19.4,30.44,44.05,39.37,14.51,23.87,20.54
fig|645463.3.peg.1262,168.33,174.79,191.09,414.72,404.8,460.65,235.85,244.2,247.74
fig|645463.3.peg.1263,31.5,37.63,35.56,32.22,39.38,39.63,42.83,53.18,51.02
fig|645463.3.peg.1264,6.72,9.32,9.47,14.37,18.03,18.39,11.77,8.77,10.31
fig|645463.3.peg.1265,15.61,18.55,21.37,28.77,37.05,41.09,24.63,26.55,28.19
fig|645463.3.peg.1266,24.4,27.53,29.73,28.04,39.18,38.27,28.99,33.9,35.76
fig|645463.3.peg.1267,44.71,53.64,59.83,65.92,69.18,72.55,88.02,93.02,93.66
fig|645463.3.peg.1268,2.36,2.41,2.25,2.41,3.14,2.99,3.28,3.44,4.33
fig|645463.3.peg.1269,1.42,1.51,1.79,2.42,2.77,3.04,3.08,3.89,3.22
fig|645463.3.peg.1270,2.89,2.63,2.27,4.34,4.25,4.4,3.21,4.03,4
fig|645463.3.peg.1271,10.63,14.33,12.79,18,22.54,22.44,12.59,18.84,18.32
fig|645463.3.peg.1272,130.31,136.36,131.18,197.03,221.3,220.32,145.57,162.46,155.22
fig|645463.3.peg.1273,1.47,2.2,2.07,2.64,2.88,2.22,5.14,6.92,7.92
fig|645463.3.peg.1274,2988.47,3376.06,3659.4,4693.05,4764.49,4923.34,5202.66,5891.63,6012.27
fig|645463.3.peg.1275,252.47,279.34,272.26,187.48,225.98,229.74,243,312.5,319.97
fig|645463.3.peg.1276,392.16,465.21,517.29,578.84,634.08,731.11,715.98,893.5,904.96
fig|645463.3.peg.1277,9.85,12.78,12.37,25.81,31.61,30.4,25.41,33.88,35.31
fig|645463.3.peg.1278,25.18,32.27,26.81,44.34,43.33,45.04,63.04,67.78,70.38
fig|645463.3.peg.1279,1.57,2.04,1.4,3.98,4.45,3.25,2.28,2.54,3.48
fig|645463.3.peg.1280,1.61,2.08,2.21,3.98,4.67,3.74,1.71,2.59,1.52
fig|645463.3.peg.1281,60.29,61.98,70.61,160.62,186.81,183.12,34.97,38.87,42.32
fig|645463.3.peg.1282,44.58,46.69,52.87,112.04,123.99,114.15,28.47,30.28,30.14
fig|645463.3.peg.1283,99.54,109.36,112.46,260.27,304.96,287.61,62.01,63.33,63.63
fig|645463.3.peg.1284,94.24,101.56,112.04,246.69,285.97,268.1,60.2,67.95,69.69
fig|645463.3.peg.1285,57.67,61,56.65,142.32,159.46,146.66,31.7,37.84,36.12
fig|645463.3.peg.1286,53.37,57.2,61.39,142.44,162.14,150.7,32.49,31.84,31.33
fig|645463.3.peg.1287,47.1,49.25,55.07,123.77,141.15,132.95,32.11,28.67,27.34
fig|645463.3.peg.1288,45.53,46.98,52.1,115.9,129.97,121.07,28.53,25.89,26.44
fig|645463.3.peg.1289,65.48,68.85,67.98,163.27,196.33,177.77,31.75,32.34,34.52
fig|645463.3.peg.1290,68.7,74.71,78.87,184.86,216.73,194.74,43.04,39.16,39.14
fig|645463.3.peg.1291,37.83,36.06,41.74,94.01,103.6,94.57,23.35,20.04,20.85
fig|645463.3.peg.1292,40.84,44,46.62,102.3,120.16,112.75,22.61,22.14,21.09
fig|645463.3.peg.1293,35.13,39.27,42.2,92.96,102.49,97.77,20.64,20.27,19.79
fig|645463.3.peg.1294,50.73,56.05,61.19,121.76,140.2,132.87,29.62,31.77,33.02
fig|645463.3.peg.1295,33.8,30.36,39.58,77.57,72.17,71.32,19.55,22.82,25.68
fig|645463.3.peg.1296,18.83,26.6,25.75,55.65,67.2,65.23,27.17,50.23,47.91
fig|645463.3.peg.1297,51.06,62.65,69.78,149.34,159.71,168.56,136.29,161.71,170.22
fig|645463.3.peg.1298,133.24,169.07,159.45,246.97,294.61,283.34,230.1,282.72,259.33
fig|645463.3.peg.1299,7.57,9.71,8.27,24.96,31.57,29.45,11.49,19.37,19.67
fig|645463.3.peg.1300,11.97,16.9,16.03,40.07,48.58,47.07,13.88,28.79,31.65
fig|645463.3.peg.1301,49.34,58.83,57.13,94.11,125.38,103.54,37.34,50.75,49.8
fig|645463.3.peg.1302,9.53,12.33,11.42,21.9,26.08,25.41,37.57,42.76,45.09
fig|645463.3.peg.1303,2.8,3.88,4.18,5.56,6.6,5.94,6.88,10.23,12.68
fig|645463.3.peg.1304,10.64,11.38,13.12,18.03,19.03,19.45,25.17,28.42,29.64
fig|645463.3.peg.1305,40.67,51.56,51.97,81.64,92.76,91.34,92.97,111.03,108.16
fig|645463.3.peg.1306,42.21,46.53,47.46,66.02,71.21,66.82,80.15,84.52,87.63
fig|645463.3.peg.1307,55.07,65.17,64.89,109.04,130.42,132.15,144.32,155.17,157.99
fig|645463.3.peg.1308,68.93,74.42,86.97,118.64,137.7,149.6,183.74,193.16,192.04
fig|645463.3.peg.1309,82.39,87.56,98.42,117.96,132.93,140.27,224.73,241.09,242.75
fig|645463.3.peg.1310,47.98,55.49,58.85,99.75,120.07,109.03,93.93,106.44,105.91
fig|645463.3.peg.1311,1.26,1.23,0.87,0.77,1.44,1.18,2.26,2.93,3
fig|645463.3.peg.1312,1.13,1.69,1.7,1.75,1.89,2.05,2.81,3.43,4.13
fig|645463.3.peg.1313,3.28,4.13,4.05,5.22,5.98,5.85,8.13,9.83,9.61
fig|645463.3.peg.1314,113.56,126.21,123.6,163.02,168.16,175.22,111.27,124.09,118.79
fig|645463.3.peg.1315,8.83,9.49,10.77,19.06,20.08,20.06,26.32,31.71,31.14
fig|645463.3.peg.1316,16.33,18.52,20.21,24.7,27.23,27.11,26.62,27.34,27.37
fig|645463.3.peg.1317,5.42,13.92,22.24,35.96,36.46,56.96,14.62,20.57,23.45
fig|645463.3.peg.1318,47.21,54.54,64.45,125.46,139.8,141.21,96.97,113.83,110.09
fig|645463.3.peg.1319,31.39,36.96,38.36,33.27,39.14,40.88,34.92,50.22,43.42
fig|645463.3.peg.1320,3.51,4.91,4.57,6.77,6.84,6.32,6.6,6.62,7.12
fig|645463.3.peg.1321,7.81,9.71,10.28,11.53,14.21,14.08,11.21,13.73,13.47
fig|645463.3.peg.1322,41.29,47.98,50.37,38.86,42.4,46.36,41.83,50.38,49.52
fig|645463.3.peg.1323,88.58,107.53,98.57,108.79,120.88,122.03,124.27,166.99,169.03
fig|645463.3.peg.1324,7.22,7.99,8.56,11.98,13.84,16.34,10.36,13.02,12.28
fig|645463.3.peg.1325,19.98,22.69,22.05,18.09,21.16,20.36,19.57,22.38,22.97
fig|645463.3.peg.1326,386.43,400.46,537.5,1903.49,2069.46,2145.24,1426.24,1749.27,1702.23
fig|645463.3.peg.1327,292.65,322.53,415.19,1270.32,1380.96,1457.61,953.25,1095.21,1064.16
fig|645463.3.peg.1328,56.04,58.5,68.17,70.75,78.66,75.37,63.8,74.85,72.8
fig|645463.3.peg.1329,33.88,40.61,45.46,69.34,79.67,79.62,36.34,39.16,36.95
fig|645463.3.peg.1330,67.58,79.21,86.07,288.88,326.88,322.72,105.11,133.13,121.65
fig|645463.3.peg.1331,134.34,145.16,162.16,670.02,700.07,713.89,345.71,374.7,353.76
fig|645463.3.peg.1332,78.42,88.04,98.41,76.61,82.75,92.99,105.5,119.63,117.01
fig|645463.3.peg.1333,106.09,119.06,129.18,94.73,98.4,112,116.83,155.44,158.99
fig|645463.3.peg.1334,19.56,26.97,28.78,38.46,46.84,50.97,34.7,44.87,47.4
fig|645463.3.peg.1335,11.82,14.97,14.37,25.66,30.19,29.8,31.58,42.25,41.45
fig|645463.3.peg.1336,16.81,20.24,21.21,36.91,42.56,40.94,57.91,78.24,77
fig|645463.3.peg.1337,81.71,98.33,98.24,128.64,141.26,140.61,169.87,192.31,193.97
fig|645463.3.peg.1338,4.87,18.96,19.99,20.26,22.03,39.92,1.59,10.33,15.99
fig|645463.3.peg.1339,1.48,1.48,1.12,1.9,2.61,2.6,3.41,4.63,5.05
fig|645463.3.peg.1340,101.98,100.37,96.73,49.01,51.21,55.26,104.31,119.8,116.76
fig|645463.3.peg.1341,20.42,23.78,23.85,37.01,42.37,43.48,33.97,44.95,42.26
fig|645463.3.peg.1344,49.23,55.11,53.52,59.85,72.68,69.67,42.01,52.54,50.26
fig|645463.3.peg.1345,20.79,27.45,27.54,40.72,49.85,47.44,22.12,28.56,28.4
fig|645463.3.peg.1346,30.76,39.15,39.14,64.04,80.77,77.25,41.56,54.87,55.22
fig|645463.3.peg.1347,6.97,6.66,5.97,8.51,9.76,8.8,9.51,11.16,10.15
fig|645463.3.peg.1348,7.39,9.56,8.2,16.13,16.71,18.57,10.14,15.73,14.91
fig|645463.3.peg.1349,18.43,21.78,18.65,42.37,51.32,47.5,35.37,41.59,39.93
fig|645463.3.peg.1350,34.43,33.31,36.18,77.61,77.96,71.22,56.67,55.52,55.57
fig|645463.3.peg.1351,33.67,43.4,42.63,54.86,74.9,65.58,39.93,54.52,54.35
fig|645463.3.peg.1352,14.69,14.61,15.92,17.48,19.24,19.63,17.75,18.51,17.43
fig|645463.3.peg.1353,52.35,41.74,31.35,0.99,0.84,2.17,1.05,1.06,1.1
fig|645463.3.peg.1354,38.04,41.44,28.87,3.6,4.59,4.25,2.98,4.24,4.56
fig|645463.3.peg.1355,29.71,32.43,31.26,40.37,43.28,40.47,50.58,55.82,54.28
fig|645463.3.peg.1356,205.79,241.17,230.13,408.86,461,447.02,320.84,393.9,386.78
fig|645463.3.peg.1357,0.97,0.78,1.23,0.65,1.56,0.78,1.94,2.66,2.77
fig|645463.3.peg.1358,3.92,4.74,5.36,6.61,8.13,8.6,7.67,9.68,8.75
fig|645463.3.peg.1359,7.27,7.62,8.53,8.31,9.33,9.74,10.8,11.41,11.86
fig|645463.3.peg.1360,6.68,8.88,8.76,15.77,16.5,15.42,10.96,13.29,13.89
fig|645463.3.peg.1361,206.77,223.93,249.65,197.88,256.06,237.89,201.58,238.76,229.01
fig|645463.3.peg.1362,31.56,38.45,38.6,47.32,57.47,55.94,66.98,73.66,74.5
fig|645463.3.peg.1363,122.39,146.66,147.49,187.62,235.53,223.36,170.77,186.58,183.91
fig|645463.3.peg.1364,48.33,47.44,60.79,65.65,68.76,66.81,71.22,66.34,66.44
fig|645463.3.peg.1365,143.31,160.17,159.1,186.87,207.82,216.14,163.27,183.51,180.96
fig|645463.3.peg.1366,43.89,54.84,48.06,102.94,122.58,122.92,128.94,173.57,177.03
fig|645463.3.peg.1367,28.87,34.54,32.6,66.48,79.83,83.37,107.48,125.94,132.46
fig|645463.3.peg.1368,41.16,43.75,47.59,76.36,83.13,83.22,142.48,148.82,152.52
fig|645463.3.peg.1369,18.91,20.14,20.11,22.06,23.15,21.53,31.86,31.41,31.96
fig|645463.3.peg.1370,19.28,21.65,22.03,33.17,35.94,33.01,32.4,31.16,32.46
fig|645463.3.peg.1371,37.76,45.44,43.71,74.03,83.1,78.14,62.44,64.48,64.4
fig|645463.3.peg.1372,28.39,32.21,33.86,61.12,56.77,55.01,52.5,54.32,54.49
fig|645463.3.peg.1373,29.76,34.4,38.46,63.09,65.62,59.12,40.75,40.74,40.06
fig|645463.3.peg.1374,17.5,19.9,23.91,46.87,48.14,40.93,23.18,23.96,23.67
fig|645463.3.peg.1375,72.13,87.69,82.98,107.88,121.63,115.91,74.45,103.08,100.68
fig|645463.3.peg.1376,248.51,270.04,265.86,327.23,338.27,325.42,393.63,380.99,387.31
fig|645463.3.peg.1377,341.78,379.57,414.3,440.68,488.4,461.35,579.72,592.32,601.24
fig|645463.3.peg.1378,195.94,206.6,231.3,246.14,282.84,263.91,306.3,329.84,348.69
fig|645463.3.peg.1379,271.52,302.35,321.74,332.05,377.22,360.49,478.93,514.07,495.55
fig|645463.3.peg.1380,259.63,297.08,316.13,318.1,340.88,322.91,457.73,477.94,475.37
fig|645463.3.peg.1381,44.02,51.82,59.97,111.38,117.07,104.73,76.28,86.92,93.94
fig|645463.3.peg.1382,174.05,186.89,200.92,306.35,338.96,332.73,219.74,231.46,227.67
fig|645463.3.peg.1383,14.57,14.29,14.71,21.05,22.44,23.42,25.95,28.7,27.76
fig|645463.3.peg.1384,26.98,32.17,35.32,32.34,38.76,37.83,35.79,41.98,43.34
fig|645463.3.peg.1385,76.48,93.93,93.22,170.55,216.38,189.64,88.05,106.68,106.17
fig|645463.3.peg.1386,3209.22,3406.06,3385.59,3891.85,4739.65,4869.45,4304.76,4566.64,4332.77
fig|645463.3.peg.1387,62.17,79.92,73.44,100.93,132.5,127.83,63.2,73.46,74.3
fig|645463.3.peg.1388,17.74,22.56,22.49,38.15,53.45,48.61,18.37,24.48,25.97
fig|645463.3.peg.1389,68.4,86.46,81,71.62,87.06,87.01,33.53,53.09,51.14
fig|645463.3.peg.1390,8.96,10.3,10.53,5.57,6.84,6.3,7.94,7.72,8.37
fig|645463.3.peg.1391,3.69,4.08,4.26,7.07,8.74,8.73,5.83,5.36,5.88
fig|645463.3.peg.1392,5.98,7.54,6.77,12.15,14.59,16.45,8.55,10.69,11.25
fig|645463.3.peg.1393,7.62,8.38,8.58,15.28,18.12,18.28,11.82,13.77,14.15
fig|645463.3.peg.1394,6.23,6.68,7.14,12.16,14.16,13.49,9.76,12.66,12.63
fig|645463.3.peg.1395,113.78,130.91,118.12,105.36,125.81,131.06,94.92,113.83,105.64
fig|645463.3.peg.1396,217.03,232.94,255.39,285.17,320.42,347.44,354.45,433.36,426.88
fig|645463.3.peg.1397,26.36,33.17,33.34,12.14,17.74,19.01,10.57,14.97,14.07
fig|645463.3.peg.1398,34.71,39.34,43.45,52.26,61.82,62.14,63.48,75.96,78.87
fig|645463.3.peg.1399,12.51,15.28,14.93,15.16,18.56,17.45,18.66,19.89,19.16
fig|645463.3.peg.1400,23.6,26.92,28.54,28.09,33.58,33.32,38.36,43.89,46.2
fig|645463.3.peg.1401,6203.87,6412.26,6350.38,1395.08,1395.42,1412.99,3897.07,4674.61,4362.62
fig|645463.3.peg.1402,385.49,477.27,474.59,582.96,758.85,708.05,576.48,781.66,800.34
fig|645463.3.peg.1403,334.82,400.28,390.47,419.55,515.41,495.8,424.66,500.8,503.01
fig|645463.3.peg.1404,307.14,308.33,364.43,206.15,195.57,184.81,116.94,150.07,138.07
fig|645463.3.peg.1405,112.87,128.13,166.46,132.67,117.84,116.96,108,113.78,103.16
fig|645463.3.peg.1406,293.19,319.85,413.74,255.48,291.6,275.43,450.18,504.29,466.92
fig|645463.3.peg.1407,211.03,201.24,268.35,70.47,91.3,95.93,242.93,280.11,266.08
fig|645463.3.peg.1408,43.22,43.7,48.41,97.93,105.59,103.55,83.5,86.47,88.36
fig|645463.3.peg.1409,23.39,25.51,28.58,58.97,70.47,66.55,34.46,43.41,45.12
