reaction	linear_coefficient
rxn09119_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02928_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01953_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00605_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02011_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00579_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01644_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10663_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn07466_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
rxn09429_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09126_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01520_c	[0.0015452054729063421, 0.0015258569262849104, 0.0018719201799527845]
rxn13140_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05039_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09065_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10484_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03164_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10840_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05291_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03852_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10036_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01256_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00553_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08131_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09063_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09124_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00958_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00010_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10053_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09348_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01669_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05744_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02286_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08040_c	[0.002261961007304336, 0.0024299873574982075, 0.0026670578994121338]
rxn01538_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09163_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn13251_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05957_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00285_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03665_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01895_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
R11462_c	[0.0008822066035881976, 0.0008882588921665745, 0.0015056749273533268]
EX_cpd00210_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01539_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00629_c	[0.016494934031612504, 0.017286842494130268, 0.016660410869345218]
rxn00634_c	[0.13650071585958998, 0.13682087599949647, 0.14329077784815922]
rxn06300_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn06432_c	[0.002808487102282807, 0.003054450324819256, 0.003042941184974735]
rxn06434_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn06936_c	[0.0008308391236230081, 0.0008882588921665745, 0.0008915180490907855]
rxn06435_c	[0.0004909775410626259, 0.0004405720321590219, 0.0005118866395980727]
rxn06437_c	[0.002978119245423665, 0.003054450324819256, 0.003117368217301233]
rxn06436_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn06438_c	[0.0015314676584970472, 0.0015679985989262082, 0.0018505023289235765]
rxn06439_c	[0.0022440421189443864, 0.002196292627396466, 0.0022076449948356205]
rxn06440_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn06441_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn06442_c	[0.0016144918412314816, 0.0016243699272645675, 0.002112871004031375]
rxn06443_c	[0.002808487102282807, 0.003054450324819256, 0.0032383790756162585]
rxn06444_c	[0.002722476438155047, 0.0026259187705577475, 0.002906937830939264]
rxn06445_c	[0.002808487102282807, 0.003054450324819256, 0.0031575266879809985]
rxn06446_c	[0.001665859321196671, 0.002196292627396466, 0.0022076449948356205]
rxn06447_c	[0.0002992454356111625, 0.00027200534159383093, 0.00031002339364778666]
rxn06448_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn06280_c	[0.002561206442915499, 0.002757269438530624, 0.003117368217301233]
rxn06449_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
protein_rxn	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12634_c	[0.00024668336308864296, 0.00021563401325547157, 0.00019543789064152355]
rxn05534_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
EX_cpd11592_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12636_c	[0.00024668336308864296, 0.00021563401325547157, 0.00019543789064152355]
rxn05536_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
EX_cpd11590_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12638_c	[0.00024668336308864296, 0.00021563401325547157, 0.00019543789064152355]
rxn05538_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
EX_cpd11588_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12640_c	[0.00024668336308864296, 0.00021563401325547157, 0.00019543789064152355]
rxn05541_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
EX_cpd11586_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12644_c	[0.00024668336308864296, 0.00021563401325547157, 0.00019543789064152355]
rxn05545_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
EX_cpd11582_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12645_c	[0.00024668336308864296, 0.00021563401325547157, 0.00019543789064152355]
rxn05546_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
EX_cpd11581_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08133_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
rxn09189_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
EX_cpd15551_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12844_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
rxn12848_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
EX_cpd15603_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12845_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
rxn12849_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
EX_cpd15604_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12846_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
rxn12850_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
EX_cpd15605_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12851_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
rxn12847_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
EX_cpd15606_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd29695_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30259_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
rxn30237_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
EX_cpd29694_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30262_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
EX_cpd29697_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30264_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
rxn30239_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
EX_cpd29698_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30266_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
rxn30240_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
EX_cpd29696_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30268_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
rxn30241_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
EX_cpd29699_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30270_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
rxn30242_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
EX_cpd29693_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30274_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
rxn30244_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
EX_cpd29690_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30276_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
rxn30245_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
EX_cpd29691_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30278_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
rxn30246_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
EX_cpd29700_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30280_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
rxn30247_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
rxn05647_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05560_c	[0.04506899070666719, 0.04666943962521276, 0.04722047161037074]
rxn10175_c	[0.04506899070666719, 0.04666943962521276, 0.04722047161037074]
rxn05617_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05607_c	[0.03340498897689718, 0.03114105419856937, 0.03566179285618288]
rxn05567_c	[0.0003320967309377372, 0.0003179780753843375, 0.0004588774583007827]
rxn10184_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05610_c	[0.00038883987741091176, 0.00044878144890732655, 0.0003930175663859679]
rxn05226_c	[0.032743781996415026, 0.03114105419856937, 0.03566179285618288]
rxn05518_c	[0.00022159691938471315, 0.00022657990225321127, 0.00026076233628060817]
rxn05178_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00348_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00320_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05681_c	[0.13650071585958998, 0.13365587219580005, 0.12333523059797034]
EX_cpd02711_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00008_c	[0.25351643251657047, 0.23709507051888987, 0.150151986425366]
rxn34423_c	[0.002261961007304336, 0.002242812655636859, 0.0022076449948356205]
rxn12188_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00504_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09658_c	[0.04506899070666719, 0.04666943962521276, 0.04722047161037074]
rxn00367_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn13150_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10183_c	[0.032743781996415026, 0.03114105419856937, 0.03566179285618288]
rxn09655_c	[0.04506899070666719, 0.04666943962521276, 0.04722047161037074]
rxn30238_c	[0.001211914149411275, 0.0009659747040505261, 0.0012256365251464313]
rxn12212_c	[0.00038406150718159175, 0.0004405720321590219, 0.0004952878050504364]
rxn10042_c	[0.00038406150718159175, 0.0004405720321590219, 0.0004952878050504364]
rxn05147_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00816_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00808_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd01553_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05472_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
R01103_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00589_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02094_c	[0.00038883987741091176, 0.00044878144890732655, 0.0003930175663859679]
EX_cpd27607_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn46837_c	[0.0007711094957565086, 0.0008099957858327359, 0.0008320835124847331]
rxn17713_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn18658_c	[0.001665859321196671, 0.0016243699272645675, 0.0016213313229110503]
EX_cpd00731_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05554_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05562_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05563_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00072_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00089_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00079_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05162_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00108_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12549_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00136_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12585_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd03561_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05561_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00106_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10960_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00142_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10827_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00383_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05559_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00047_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05470_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00139_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05564_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00281_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05703_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00165_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09687_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd03279_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05316_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00246_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05204_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00311_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05198_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00367_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09688_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00277_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05318_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00182_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05205_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00654_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09685_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00412_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05317_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00438_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05674_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00274_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05672_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00186_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00424_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10398_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00504_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
ID011_c	[0.023501219380352892, 0.02500807259313583, 0.030129026489062714]
rxn02000_c	[0.03899269566380821, 0.03235878434956791, 0.0402061253983051]
rxn07312_c	[0.0015452054729063421, 0.0015258569262849104, 0.0018719201799527845]
rxn03063_c	[0.0015452054729063421, 0.0015258569262849104, 0.0018719201799527845]
rxn02003_c	[0.050144814482762326, 0.04400521024316292, 0.04722047161037074]
rxn05619_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10344_c	[0.0016144918412314816, 0.00160576191596841, 0.0020309477238446543]
rxn05516_c	[0.0016144918412314816, 0.00160576191596841, 0.0020309477238446543]
rxn10343_c	[0.0016144918412314816, 0.00160576191596841, 0.0020309477238446543]
rxn10481_c	[0.0016144918412314816, 0.00160576191596841, 0.0020309477238446543]
rxn05528_c	[0.0016144918412314816, 0.00160576191596841, 0.0020309477238446543]
rxn03887_c	[0.03340498897689718, 0.03114105419856937, 0.03566179285618288]
rxn01997_c	[0.03340498897689718, 0.03114105419856937, 0.03566179285618288]
rxn02569_c	[0.012060009162524914, 0.013217160964770656, 0.013717062691656302]
rxn01675_c	[0.04506899070666719, 0.05186983148803888, 0.04597502357302229]
rxn04561_c	[1.0, 1.0, 1.0]
teichoicacid_rxn	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08764_c	[0.3089067029185688, 0.16767186413962576, 0.2069221423633849]
rxn12627_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00155_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12539_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00042_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05495_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00085_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12597_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00152_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12529_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00100_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09692_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00098_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05203_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00207_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00131_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd11574_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd04097_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd01012_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00531_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
EX_cpd00058_e	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn30075_c	[0.00030760758351247244, 0.00027255263604371787, 0.0002752193857253236]
rna_rxn	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
dna_rxn	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00806_c	[0.04473510208689347, 0.045989152624003236, 0.0439451467417291]
rxn05156_c	[0.0004043695806562016, 0.0003907682372193063, 0.00034857552550036116]
rxn00471_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00173_c	[0.0024740011862304095, 0.002550939430923231, 0.002906937830939264]
rxn01780_c	[1.0, 1.0, 1.0]
rxn27496_c	[1.0, 1.0, 1.0]
rxn19080_c	[1.0, 1.0, 1.0]
R00258_c	[0.001425148920894678, 0.0011438454002637957, 0.0015431561666544409]
rxn10133_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
